Ghi chu:,Water Level (m)- Muc nuoc; Rainfall (mm)-Luong mua; ,,,,,,,,,,,,,,,,,,,,,,,,,
,RF_KienGiang,RF_LeThuy,RF_DongHoi,WL_KienGiang,WL_LeThuy,WL_DongHoi,,RF_KienGiang (t-2),RF_KienGiang (t-1),RF_KienGiang (t),RF_LeThuy (t-2),RF_LeThuy (t-1),RF_LeThuy (t),RF_LeThuy (t+1),RF_DongHoi (t-2),RF_DongHoi (t-1),RF_DongHoi (t),WL_KienGiang (t-2),WL_KienGiang (t-1),WL_KienGiang (t),WL_LeThuy (t-2),WL_LeThuy (t-1),WL_LeThuy (t),WL_DongHoi (t-2),WL_DongHoi (t-1),WL_DongHoi (t)
10/10/2022 10:00,0,0,0,9.02,2.16,0.89,,0,0,0,0,0,0,0,0,0,2.4,9.02,8.8,8.59,2.16,2.1,2.03,0.89,0.94,0.98
10/10/2022 11:00,0,0,0,8.8,2.1,0.94,,0,0,0,0,0,0,0.6,0,2.4,0,8.8,8.59,8.37,2.1,2.03,1.97,0.94,0.98,1.03
10/10/2022 12:00,0,0,2.4,8.59,2.03,0.98,,0,0,0.6,0,0,0.6,1.2,2.4,0,1.2,8.59,8.37,8.21,2.03,1.97,1.93,0.98,1.03,0.95
10/10/2022 13:00,0,0,0,8.37,1.97,1.03,,0,0.6,1.2,0,0.6,1.2,0.8,0,1.2,0,8.37,8.21,8.05,1.97,1.93,1.89,1.03,0.95,0.88
10/10/2022 14:00,0.6,0.6,1.2,8.21,1.93,0.95,,0.6,1.2,0.8,0.6,1.2,0.8,0.8,1.2,0,0.2,8.21,8.05,7.89,1.93,1.89,1.85,0.95,0.88,0.8
10/10/2022 15:00,1.2,1.2,0,8.05,1.89,0.88,,1.2,0.8,0.8,1.2,0.8,0.8,0.2,0,0.2,0,8.05,7.89,7.82,1.89,1.85,1.83,0.88,0.8,0.75
10/10/2022 16:00,0.8,0.8,0.2,7.89,1.85,0.8,,0.8,0.8,0.2,0.8,0.8,0.2,0,0.2,0,0,7.89,7.82,7.74,1.85,1.83,1.81,0.8,0.75,0.71
10/10/2022 17:00,0.8,0.8,0,7.82,1.83,0.75,,0.8,0.2,0,0.8,0.2,0,0,0,0,0,7.82,7.74,7.67,1.83,1.81,1.79,0.75,0.71,0.66
10/10/2022 18:00,0.2,0.2,0,7.74,1.81,0.71,,0.2,0,0,0.2,0,0,1.2,0,0,0,7.74,7.67,7.62,1.81,1.79,1.78,0.71,0.66,0.77
10/10/2022 19:00,0,0,0,7.67,1.79,0.66,,0,0,1.2,0,0,1.2,0,0,0,0,7.67,7.62,7.57,1.79,1.78,1.77,0.66,0.77,0.87
10/10/2022 20:00,0,0,0,7.62,1.78,0.77,,0,1.2,0,0,1.2,0,0,0,0,0,7.62,7.57,7.52,1.78,1.77,1.76,0.77,0.87,0.98
10/10/2022 21:00,1.2,1.2,0,7.57,1.77,0.87,,1.2,0,0,1.2,0,0,0,0,0,0,7.57,7.52,7.47,1.77,1.76,1.75,0.87,0.98,1.07
10/10/2022 22:00,0,0,0,7.52,1.76,0.98,,0,0,0,0,0,0,0.8,0,0,0,7.52,7.47,7.43,1.76,1.75,1.75,0.98,1.07,1.15
10/10/2022 23:00,0,0,0,7.47,1.75,1.07,,0,0,0.8,0,0,0.8,0,0,0,0,7.47,7.43,7.38,1.75,1.75,1.74,1.07,1.15,1.24
10/11/2022 0:00,0,0,0,7.43,1.75,1.15,,0,0.8,0,0,0.8,0,0,0,0,0,7.43,7.38,7.34,1.75,1.74,1.73,1.15,1.24,1.09
10/11/2022 1:00,0.8,0.8,0,7.38,1.74,1.24,,0.8,0,0,0.8,0,0,0,0,0,0,7.38,7.34,7.31,1.74,1.73,1.73,1.24,1.09,0.93
10/11/2022 2:00,0,0,0,7.34,1.73,1.09,,0,0,0,0,0,0,0,0,0,0,7.34,7.31,7.27,1.73,1.73,1.72,1.09,0.93,0.78
10/11/2022 3:00,0,0,0,7.31,1.73,0.93,,0,0,0,0,0,0,0.2,0,0,0,7.31,7.27,7.24,1.73,1.72,1.71,0.93,0.78,0.61
10/11/2022 4:00,0,0,0,7.27,1.72,0.78,,0,0,0.2,0,0,0.2,0,0,0,0,7.27,7.24,7.21,1.72,1.71,1.71,0.78,0.61,0.45
10/11/2022 5:00,0,0,0,7.24,1.71,0.61,,0,0.2,0,0,0.2,0,0,0,0,0,7.24,7.21,7.18,1.71,1.71,1.7,0.61,0.45,0.28
10/11/2022 6:00,0.2,0.2,0,7.21,1.71,0.45,,0.2,0,0,0.2,0,0,0,0,0,0,7.21,7.18,7.15,1.71,1.7,1.69,0.45,0.28,0.34
10/11/2022 7:00,0,0,0,7.18,1.7,0.28,,0,0,0,0,0,0,0,0,0,0,7.18,7.15,7.13,1.7,1.69,1.69,0.28,0.34,0.39
10/11/2022 8:00,0,0,0,7.15,1.69,0.34,,0,0,0,0,0,0,0,0,0,0,7.15,7.13,7.1,1.69,1.69,1.68,0.34,0.39,0.45
10/11/2022 9:00,0,0,0,7.13,1.69,0.39,,0,0,0,0,0,0,0,0,0,0,7.13,7.1,7.08,1.69,1.68,1.67,0.39,0.45,0.52
10/11/2022 10:00,0,0,0,7.1,1.68,0.45,,0,0,0,0,0,0,0,0,0,0,7.1,7.08,7.05,1.68,1.67,1.65,0.45,0.52,0.6
10/11/2022 11:00,0,0,0,7.08,1.67,0.52,,0,0,0,0,0,0,0,0,0,0,7.08,7.05,7.03,1.67,1.65,1.64,0.52,0.6,0.67
10/11/2022 12:00,0,0,0,7.05,1.65,0.6,,0,0,0,0,0,0,0,0,0,0,7.05,7.03,7.01,1.65,1.64,1.63,0.6,0.67,0.6
10/11/2022 13:00,0,0,0,7.03,1.64,0.67,,0,0,0,0,0,0,0,0,0,0,7.03,7.01,6.98,1.64,1.63,1.62,0.67,0.6,0.52
10/11/2022 14:00,0,0,0,7.01,1.63,0.6,,0,0,0,0,0,0,0,0,0,0,7.01,6.98,6.96,1.63,1.62,1.61,0.6,0.52,0.45
10/11/2022 15:00,0,0,0,6.98,1.62,0.52,,0,0,0,0,0,0,0,0,0,0,6.98,6.96,6.94,1.62,1.61,1.6,0.52,0.45,0.37
10/11/2022 16:00,0,0,0,6.96,1.61,0.45,,0,0,0,0,0,0,0,0,0,0,6.96,6.94,6.92,1.61,1.6,1.59,0.45,0.37,0.29
10/11/2022 17:00,0,0,0,6.94,1.6,0.37,,0,0,0,0,0,0,0,0,0,0,6.94,6.92,6.9,1.6,1.59,1.58,0.37,0.29,0.21
10/11/2022 18:00,0,0,0,6.92,1.59,0.29,,0,0,0,0,0,0,0,0,0,0,6.92,6.9,6.88,1.59,1.58,1.57,0.29,0.21,0.34
10/11/2022 19:00,0,0,0,6.9,1.58,0.21,,0,0,0,0,0,0,0,0,0,0,6.9,6.88,6.87,1.58,1.57,1.55,0.21,0.34,0.48
10/11/2022 20:00,0,0,0,6.88,1.57,0.34,,0,0,0,0,0,0,0,0,0,0,6.88,6.87,6.85,1.57,1.55,1.54,0.34,0.48,0.61
10/11/2022 21:00,0,0,0,6.87,1.55,0.48,,0,0,0,0,0,0,0,0,0,0,6.87,6.85,6.83,1.55,1.54,1.53,0.48,0.61,0.79
10/11/2022 22:00,0,0,0,6.85,1.54,0.61,,0,0,0,0,0,0,0,0,0,0,6.85,6.83,6.81,1.54,1.53,1.52,0.61,0.79,0.96
10/11/2022 23:00,0,0,0,6.83,1.53,0.79,,0,0,0,0,0,0,0,0,0,0,6.83,6.81,6.79,1.53,1.52,1.51,0.79,0.96,1.14
10/12/2022 0:00,0,0,0,6.81,1.52,0.96,,0,0,0,0,0,0,0,0,0,0,6.81,6.79,6.78,1.52,1.51,1.5,0.96,1.14,1.06
10/12/2022 1:00,0,0,0,6.79,1.51,1.14,,0,0,0,0,0,0,0,0,0,0,6.79,6.78,6.76,1.51,1.5,1.49,1.14,1.06,0.98
10/12/2022 2:00,0,0,0,6.78,1.5,1.06,,0,0,0,0,0,0,0,0,0,0,6.78,6.76,6.75,1.5,1.49,1.48,1.06,0.98,0.9
10/12/2022 3:00,0,0,0,6.76,1.49,0.98,,0,0,0,0,0,0,0,0,0,0,6.76,6.75,6.74,1.49,1.48,1.47,0.98,0.9,0.73
10/12/2022 4:00,0,0,0,6.75,1.48,0.9,,0,0,0,0,0,0,0,0,0,0,6.75,6.74,6.72,1.48,1.47,1.47,0.9,0.73,0.56
10/12/2022 5:00,0,0,0,6.74,1.47,0.73,,0,0,0,0,0,0,0,0,0,0,6.74,6.72,6.71,1.47,1.47,1.46,0.73,0.56,0.39
10/12/2022 6:00,0,0,0,6.72,1.47,0.56,,0,0,0,0,0,0,0,0,0,0,6.72,6.71,6.7,1.47,1.46,1.45,0.56,0.39,0.4
10/12/2022 7:00,0,0,0,6.71,1.46,0.39,,0,0,0,0,0,0,0,0,0,0,6.71,6.7,6.68,1.46,1.45,1.44,0.39,0.4,0.42
10/12/2022 8:00,0,0,0,6.7,1.45,0.4,,0,0,0,0,0,0,0,0,0,0,6.7,6.68,6.67,1.45,1.44,1.43,0.4,0.42,0.43
10/12/2022 9:00,0,0,0,6.68,1.44,0.42,,0,0,0,0,0,0,0,0,0,0,6.68,6.67,6.66,1.44,1.43,1.42,0.42,0.43,0.53
10/12/2022 10:00,0,0,0,6.67,1.43,0.43,,0,0,0,0,0,0,0,0,0,0,6.67,6.66,6.65,1.43,1.42,1.41,0.43,0.53,0.62
10/12/2022 11:00,0,0,0,6.66,1.42,0.53,,0,0,0,0,0,0,0,0,0,0,6.66,6.65,6.64,1.42,1.41,1.4,0.53,0.62,0.72
10/12/2022 12:00,0,0,0,6.65,1.41,0.62,,0,0,0,0,0,0,0,0,0,0,6.65,6.64,6.63,1.41,1.4,1.39,0.62,0.72,0.62
10/12/2022 13:00,0,0,0,6.64,1.4,0.72,,0,0,0,0,0,0,0,0,0,0,6.64,6.63,6.61,1.4,1.39,1.39,0.72,0.62,0.53
10/12/2022 14:00,0,0,0,6.63,1.39,0.62,,0,0,0,0,0,0,0,0,0,0,6.63,6.61,6.6,1.39,1.39,1.38,0.62,0.53,0.43
10/12/2022 15:00,0,0,0,6.61,1.39,0.53,,0,0,0,0,0,0,0,0,0,0,6.61,6.6,6.59,1.39,1.38,1.37,0.53,0.43,0.31
10/12/2022 16:00,0,0,0,6.6,1.38,0.43,,0,0,0,0,0,0,0,0,0,0,6.6,6.59,6.58,1.38,1.37,1.35,0.43,0.31,0.18
10/12/2022 17:00,0,0,0,6.59,1.37,0.31,,0,0,0,0,0,0,0,0,0,0,6.59,6.58,6.57,1.37,1.35,1.34,0.31,0.18,0.06
10/12/2022 18:00,0,0,0,6.58,1.35,0.18,,0,0,0,0,0,0,0,0,0,0,6.58,6.57,6.56,1.35,1.34,1.33,0.18,0.06,0.17
10/12/2022 19:00,0,0,0,6.57,1.34,0.06,,0,0,0,0,0,0,0,0,0,0,6.57,6.56,6.55,1.34,1.33,1.32,0.06,0.17,0.28
10/12/2022 20:00,0,0,0,6.56,1.33,0.17,,0,0,0,0,0,0,0,0,0,0,6.56,6.55,6.54,1.33,1.32,1.31,0.17,0.28,0.39
10/12/2022 21:00,0,0,0,6.55,1.32,0.28,,0,0,0,0,0,0,0,0,0,0,6.55,6.54,6.53,1.32,1.31,1.3,0.28,0.39,0.59
10/12/2022 22:00,0,0,0,6.54,1.31,0.39,,0,0,0,0,0,0,0,0,0,0,6.54,6.53,6.53,1.31,1.3,1.29,0.39,0.59,0.8
10/12/2022 23:00,0,0,0,6.53,1.3,0.59,,0,0,0,0,0,0,0,0,0,0,6.53,6.53,6.52,1.3,1.29,1.28,0.59,0.8,1
10/13/2022 0:00,0,0,0,6.53,1.29,0.8,,0,0,0,0,0,0,0,0,0,0,6.53,6.52,6.51,1.29,1.28,1.27,0.8,1,1.03
10/13/2022 1:00,0,0,0,6.52,1.28,1,,0,0,0,0,0,0,0,0,0,0,6.52,6.51,6.51,1.28,1.27,1.27,1,1.03,1.06
10/13/2022 2:00,0,0,0,6.51,1.27,1.03,,0,0,0,0,0,0,0,0,0,0,6.51,6.51,6.5,1.27,1.27,1.26,1.03,1.06,1.09
10/13/2022 3:00,0,0,0,6.51,1.27,1.06,,0,0,0,0,0,0,0,0,0,0,6.51,6.5,6.49,1.27,1.26,1.26,1.06,1.09,0.92
10/13/2022 4:00,0,0,0,6.5,1.26,1.09,,0,0,0,0,0,0,0,0,0,0,6.5,6.49,6.49,1.26,1.26,1.26,1.09,0.92,0.76
10/13/2022 5:00,0,0,0,6.49,1.26,0.92,,0,0,0,0,0,0,0,0,0,0,6.49,6.49,6.48,1.26,1.26,1.26,0.92,0.76,0.59
10/13/2022 6:00,0,0,0,6.49,1.26,0.76,,0,0,0,0,0,0,0,0,0,0,6.49,6.48,6.47,1.26,1.26,1.25,0.76,0.59,0.53
10/13/2022 7:00,0,0,0,6.48,1.26,0.59,,0,0,0,0,0,0,0,0,0,0,6.48,6.47,6.47,1.26,1.25,1.25,0.59,0.53,0.48
10/13/2022 8:00,0,0,0,6.47,1.25,0.53,,0,0,0,0,0,0,0,0,0,0,6.47,6.47,6.46,1.25,1.25,1.24,0.53,0.48,0.42
10/13/2022 9:00,0,0,0,6.47,1.25,0.48,,0,0,0,0,0,0,0,0,0,0,6.47,6.46,6.45,1.25,1.24,1.23,0.48,0.42,0.42
10/13/2022 10:00,0,0,0,6.46,1.24,0.42,,0,0,0,0,0,0,0,0,0,0,6.46,6.45,6.45,1.24,1.23,1.22,0.42,0.42,0.42
10/13/2022 11:00,0,0,0,6.45,1.23,0.42,,0,0,0,0,0,0,0,0,0,0,6.45,6.45,6.44,1.23,1.22,1.21,0.42,0.42,0.42
10/13/2022 12:00,0,0,0,6.45,1.22,0.42,,0,0,0,0,0,0,0,0,0,0,6.45,6.44,6.43,1.22,1.21,1.2,0.42,0.42,0.45
10/13/2022 13:00,0,0,0,6.44,1.21,0.42,,0,0,0,0,0,0,0,0,0,0,6.44,6.43,6.43,1.21,1.2,1.2,0.42,0.45,0.47
10/13/2022 14:00,0,0,0,6.43,1.2,0.45,,0,0,0,0,0,0,0,0,0,0,6.43,6.43,6.42,1.2,1.2,1.19,0.45,0.47,0.5
10/13/2022 15:00,0,0,0,6.43,1.2,0.47,,0,0,0,0,0,0,0,0,0,0,6.43,6.42,6.41,1.2,1.19,1.18,0.47,0.5,0.34
10/13/2022 16:00,0,0,0,6.42,1.19,0.5,,0,0,0,0,0,0,0,0,0,0,6.42,6.41,6.4,1.19,1.18,1.18,0.5,0.34,0.17
10/13/2022 17:00,0,0,0,6.41,1.18,0.34,,0,0,0,0,0,0,0,0,0,0,6.41,6.4,6.39,1.18,1.18,1.17,0.34,0.17,0.01
10/13/2022 18:00,0,0,0,6.4,1.18,0.17,,0,0,0,0,0,0,0,0,0,0,6.4,6.39,6.39,1.18,1.17,1.16,0.17,0.01,0.04
10/13/2022 19:00,0,0,0,6.39,1.17,0.01,,0,0,0,0,0,0,0,0,0,0,6.39,6.39,6.38,1.17,1.16,1.15,0.01,0.04,0.08
10/13/2022 20:00,0,0,0,6.39,1.16,0.04,,0,0,0,0,0,0,0,0,0,0,6.39,6.38,6.38,1.16,1.15,1.14,0.04,0.08,0.11
10/13/2022 21:00,0,0,0,6.38,1.15,0.08,,0,0,0,0,0,0,0,0,0,0,6.38,6.38,6.38,1.15,1.14,1.13,0.08,0.11,0.32
10/13/2022 22:00,0,0,0,6.38,1.14,0.11,,0,0,0,0,0,0,0,0,0,0,6.38,6.38,6.37,1.14,1.13,1.12,0.11,0.32,0.54
10/13/2022 23:00,0,0,0,6.38,1.13,0.32,,0,0,0,0,0,0,0,0,0,0,6.38,6.37,6.37,1.13,1.12,1.11,0.32,0.54,0.75
10/14/2022 0:00,0,0,0,6.37,1.12,0.54,,0,0,0,0,0,0,0,0,0,0,6.37,6.37,6.37,1.12,1.11,1.1,0.54,0.75,0.86
10/14/2022 1:00,0,0,0,6.37,1.11,0.75,,0,0,0,0,0,0,0,0,0,0,6.37,6.37,6.36,1.11,1.1,1.1,0.75,0.86,0.98
10/14/2022 2:00,0,0,0,6.37,1.1,0.86,,0,0,0,0,0,0,0,0,0,0,6.37,6.36,6.36,1.1,1.1,1.09,0.86,0.98,1.09
10/14/2022 3:00,0,0,0,6.36,1.1,0.98,,0,0,0,0,0,0,0,0,0,0,6.36,6.36,6.35,1.1,1.09,1.09,0.98,1.09,1
10/14/2022 4:00,0,0,0,6.36,1.09,1.09,,0,0,0,0,0,0,0,0,0,0,6.36,6.35,6.35,1.09,1.09,1.1,1.09,1,0.92
10/14/2022 5:00,0,0,0,6.35,1.09,1,,0,0,0,0,0,0,0,0,0,0,6.35,6.35,6.34,1.09,1.1,1.1,1,0.92,0.83
10/14/2022 6:00,0,0,0,6.35,1.1,0.92,,0,0,0,0,0,0,0,0,0,0,6.35,6.34,6.34,1.1,1.1,1.1,0.92,0.83,0.78
10/14/2022 7:00,0,0,0,6.34,1.1,0.83,,0,0,0,0,0,0,0,0,0,0,6.34,6.34,6.33,1.1,1.1,1.09,0.83,0.78,0.74
10/14/2022 8:00,0,0,0,6.34,1.1,0.78,,0,0,0,0,0,0,0,0,0,0,6.34,6.33,6.33,1.1,1.09,1.09,0.78,0.74,0.69
10/14/2022 9:00,0,0,0,6.33,1.09,0.74,,0,0,0,0,0,0,0.2,0,0,0,6.33,6.33,6.33,1.09,1.09,1.09,0.74,0.69,0.73
10/14/2022 10:00,0,0,0,6.33,1.09,0.69,,0,0,0.2,0,0,0.2,5.8,0,0,0,6.33,6.33,6.32,1.09,1.09,1.08,0.69,0.73,0.77
10/14/2022 11:00,0,0,0,6.33,1.09,0.73,,0,0.2,5.8,0,0.2,5.8,10.2,0,0,0,6.33,6.32,6.32,1.09,1.08,1.08,0.73,0.77,0.81
10/14/2022 12:00,0.2,0.2,0,6.32,1.08,0.77,,0.2,5.8,10.2,0.2,5.8,10.2,5.2,0,0,4,6.32,6.32,6.33,1.08,1.08,1.08,0.77,0.81,0.78
10/14/2022 13:00,5.8,5.8,0,6.32,1.08,0.81,,5.8,10.2,5.2,5.8,10.2,5.2,1,0,4,4.4,6.32,6.33,6.33,1.08,1.08,1.09,0.81,0.78,0.75
10/14/2022 14:00,10.2,10.2,4,6.33,1.08,0.78,,10.2,5.2,1,10.2,5.2,1,1,4,4.4,1,6.33,6.33,6.34,1.08,1.09,1.09,0.78,0.75,0.72
10/14/2022 15:00,5.2,5.2,4.4,6.33,1.09,0.75,,5.2,1,1,5.2,1,1,2.8,4.4,1,0.4,6.33,6.34,6.35,1.09,1.09,1.1,0.75,0.72,0.64
10/14/2022 16:00,1,1,1,6.34,1.09,0.72,,1,1,2.8,1,1,2.8,3.6,1,0.4,1.6,6.34,6.35,6.35,1.09,1.1,1.1,0.72,0.64,0.55
10/14/2022 17:00,1,1,0.4,6.35,1.1,0.64,,1,2.8,3.6,1,2.8,3.6,3.6,0.4,1.6,1.8,6.35,6.35,6.36,1.1,1.1,1.11,0.64,0.55,0.47
10/14/2022 18:00,2.8,2.8,1.6,6.35,1.1,0.55,,2.8,3.6,3.6,2.8,3.6,3.6,1.6,1.6,1.8,2,6.35,6.36,6.39,1.1,1.11,1.11,0.55,0.47,0.4
10/14/2022 19:00,3.6,3.6,1.8,6.36,1.11,0.47,,3.6,3.6,1.6,3.6,3.6,1.6,5.6,1.8,2,1,6.36,6.39,6.41,1.11,1.11,1.11,0.47,0.4,0.32
10/14/2022 20:00,3.6,3.6,2,6.39,1.11,0.4,,3.6,1.6,5.6,3.6,1.6,5.6,5.2,2,1,1.2,6.39,6.41,6.44,1.11,1.11,1.11,0.4,0.32,0.25
10/14/2022 21:00,1.6,1.6,1,6.41,1.11,0.32,,1.6,5.6,5.2,1.6,5.6,5.2,3,1,1.2,2.4,6.41,6.44,6.48,1.11,1.11,1.11,0.32,0.25,0.38
10/14/2022 22:00,5.6,5.6,1.2,6.44,1.11,0.25,,5.6,5.2,3,5.6,5.2,3,10.8,1.2,2.4,0.4,6.44,6.48,6.53,1.11,1.11,1.12,0.25,0.38,0.52
10/14/2022 23:00,5.2,5.2,2.4,6.48,1.11,0.38,,5.2,3,10.8,5.2,3,10.8,7.8,2.4,0.4,1.6,6.48,6.53,6.57,1.11,1.12,1.12,0.38,0.52,0.65
10/15/2022 0:00,3,3,0.4,6.53,1.12,0.52,,3,10.8,7.8,3,10.8,7.8,9.2,0.4,1.6,2.6,6.53,6.57,6.88,1.12,1.12,1.14,0.52,0.65,0.73
10/15/2022 1:00,10.8,10.8,1.6,6.57,1.12,0.65,,10.8,7.8,9.2,10.8,7.8,9.2,12.2,1.6,2.6,5,6.57,6.88,7.19,1.12,1.14,1.16,0.65,0.73,0.81
10/15/2022 2:00,7.8,7.8,2.6,6.88,1.14,0.73,,7.8,9.2,12.2,7.8,9.2,12.2,6.6,2.6,5,3,6.88,7.19,7.5,1.14,1.16,1.18,0.73,0.81,0.89
10/15/2022 3:00,9.2,9.2,5,7.19,1.16,0.81,,9.2,12.2,6.6,9.2,12.2,6.6,23.6,5,3,0.2,7.19,7.5,8.23,1.16,1.18,1.27,0.81,0.89,0.86
10/15/2022 4:00,12.2,12.2,3,7.5,1.18,0.89,,12.2,6.6,23.6,12.2,6.6,23.6,19.8,3,0.2,14,7.5,8.23,8.95,1.18,1.27,1.36,0.89,0.86,0.83
10/15/2022 5:00,6.6,6.6,0.2,8.23,1.27,0.86,,6.6,23.6,19.8,6.6,23.6,19.8,19.6,0.2,14,19.4,8.23,8.95,9.68,1.27,1.36,1.45,0.86,0.83,0.8
10/15/2022 6:00,23.6,23.6,14,8.95,1.36,0.83,,23.6,19.8,19.6,23.6,19.8,19.6,19.4,14,19.4,21.4,8.95,9.68,10.27,1.36,1.45,1.69,0.83,0.8,0.87
10/15/2022 7:00,19.8,19.8,19.4,9.68,1.45,0.8,,19.8,19.6,19.4,19.8,19.6,19.4,23,19.4,21.4,12.8,9.68,10.27,10.85,1.45,1.69,1.92,0.8,0.87,0.93
10/15/2022 8:00,19.6,19.6,21.4,10.27,1.69,0.87,,19.6,19.4,23,19.6,19.4,23,29,21.4,12.8,12,10.27,10.85,11.44,1.69,1.92,2.16,0.87,0.93,1
10/15/2022 9:00,19.4,19.4,12.8,10.85,1.92,0.93,,19.4,23,29,19.4,23,29,21,12.8,12,11.6,10.85,11.44,11.76,1.92,2.16,2.38,0.93,1,1.01
10/15/2022 10:00,23,23,12,11.44,2.16,1,,23,29,21,23,29,21,10.8,12,11.6,15,11.44,11.76,12.08,2.16,2.38,2.59,1,1.01,1.01
10/15/2022 11:00,29,29,11.6,11.76,2.38,1.01,,29,21,10.8,29,21,10.8,14.2,11.6,15,16.2,11.76,12.08,12.4,2.38,2.59,2.81,1.01,1.01,1.02
10/15/2022 12:00,21,21,15,12.08,2.59,1.01,,21,10.8,14.2,21,10.8,14.2,17.2,15,16.2,14.6,12.08,12.4,12.17,2.59,2.81,2.87,1.01,1.02,0.99
10/15/2022 13:00,10.8,10.8,16.2,12.4,2.81,1.02,,10.8,14.2,17.2,10.8,14.2,17.2,13.4,16.2,14.6,3.2,12.4,12.17,11.95,2.81,2.87,2.94,1.02,0.99,0.97
10/15/2022 14:00,14.2,14.2,14.6,12.17,2.87,0.99,,14.2,17.2,13.4,14.2,17.2,13.4,5.8,14.6,3.2,4.6,12.17,11.95,11.72,2.87,2.94,3,0.99,0.97,0.94
10/15/2022 15:00,17.2,17.2,3.2,11.95,2.94,0.97,,17.2,13.4,5.8,17.2,13.4,5.8,5.6,3.2,4.6,5.4,11.95,11.72,11.66,2.94,3,3,0.97,0.94,0.85
10/15/2022 16:00,13.4,13.4,4.6,11.72,3,0.94,,13.4,5.8,5.6,13.4,5.8,5.6,11,4.6,5.4,2,11.72,11.66,11.61,3,3,3,0.94,0.85,0.75
10/15/2022 17:00,5.8,5.8,5.4,11.66,3,0.85,,5.8,5.6,11,5.8,5.6,11,9,5.4,2,1.8,11.66,11.61,11.55,3,3,3,0.85,0.75,0.66
10/15/2022 18:00,5.6,5.6,2,11.61,3,0.75,,5.6,11,9,5.6,11,9,13,2,1.8,2,11.61,11.55,11.24,3,3,2.99,0.75,0.66,0.63
10/15/2022 19:00,11,11,1.8,11.55,3,0.66,,11,9,13,11,9,13,12.8,1.8,2,1.8,11.55,11.24,10.93,3,2.99,2.99,0.66,0.63,0.61
10/15/2022 20:00,9,9,2,11.24,2.99,0.63,,9,13,12.8,9,13,12.8,7.8,2,1.8,0.8,11.24,10.93,10.62,2.99,2.99,2.98,0.63,0.61,0.58
10/15/2022 21:00,13,13,1.8,10.93,2.99,0.61,,13,12.8,7.8,13,12.8,7.8,7,1.8,0.8,8.8,10.93,10.62,10.68,2.99,2.98,2.97,0.61,0.58,0.69
10/15/2022 22:00,12.8,12.8,0.8,10.62,2.98,0.58,,12.8,7.8,7,12.8,7.8,7,19.6,0.8,8.8,15.4,10.62,10.68,10.74,2.98,2.97,2.96,0.58,0.69,0.79
10/15/2022 23:00,7.8,7.8,8.8,10.68,2.97,0.69,,7.8,7,19.6,7.8,7,19.6,3,8.8,15.4,11.6,10.68,10.74,10.8,2.97,2.96,2.95,0.69,0.79,0.9
10/16/2022 0:00,7,7,15.4,10.74,2.96,0.79,,7,19.6,3,7,19.6,3,18.8,15.4,11.6,14,10.74,10.8,10.89,2.96,2.95,2.97,0.79,0.9,1.03
10/16/2022 1:00,19.6,19.6,11.6,10.8,2.95,0.9,,19.6,3,18.8,19.6,3,18.8,33.4,11.6,14,10.2,10.8,10.89,10.98,2.95,2.97,2.98,0.9,1.03,1.15
10/16/2022 2:00,3,3,14,10.89,2.97,1.03,,3,18.8,33.4,3,18.8,33.4,13.4,14,10.2,6.8,10.89,10.98,11.07,2.97,2.98,3,1.03,1.15,1.28
10/16/2022 3:00,18.8,18.8,10.2,10.98,2.98,1.15,,18.8,33.4,13.4,18.8,33.4,13.4,2,10.2,6.8,6,10.98,11.07,10.96,2.98,3,3.02,1.15,1.28,1.31
10/16/2022 4:00,33.4,33.4,6.8,11.07,3,1.28,,33.4,13.4,2,33.4,13.4,2,0,6.8,6,0.2,11.07,10.96,10.86,3,3.02,3.03,1.28,1.31,1.33
10/16/2022 5:00,13.4,13.4,6,10.96,3.02,1.31,,13.4,2,0,13.4,2,0,0,6,0.2,0,10.96,10.86,10.75,3.02,3.03,3.05,1.31,1.33,1.36
10/16/2022 6:00,2,2,0.2,10.86,3.03,1.33,,2,0,0,2,0,0,0,0.2,0,0,10.86,10.75,10.4,3.03,3.05,3.04,1.33,1.36,1.31
10/16/2022 7:00,0,0,0,10.75,3.05,1.36,,0,0,0,0,0,0,0,0,0,0,10.75,10.4,10.06,3.05,3.04,3.02,1.36,1.31,1.27
10/16/2022 8:00,0,0,0,10.4,3.04,1.31,,0,0,0,0,0,0,0,0,0,0,10.4,10.06,9.71,3.04,3.02,3.01,1.31,1.27,1.22
10/16/2022 9:00,0,0,0,10.06,3.02,1.27,,0,0,0,0,0,0,0,0,0,0,10.06,9.71,9.39,3.02,3.01,2.97,1.27,1.22,1.2
10/16/2022 10:00,0,0,0,9.71,3.01,1.22,,0,0,0,0,0,0,0,0,0,0,9.71,9.39,9.07,3.01,2.97,2.92,1.22,1.2,1.18
10/16/2022 11:00,0,0,0,9.39,2.97,1.2,,0,0,0,0,0,0,0,0,0,0,9.39,9.07,8.75,2.97,2.92,2.88,1.2,1.18,1.16
10/16/2022 12:00,0,0,0,9.07,2.92,1.18,,0,0,0,0,0,0,0,0,0,0,9.07,8.75,8.61,2.92,2.88,2.85,1.18,1.16,1.02
10/16/2022 13:00,0,0,0,8.75,2.88,1.16,,0,0,0,0,0,0,0,0,0,0,8.75,8.61,8.46,2.88,2.85,2.81,1.16,1.02,0.87
