Ghi chu:,Water Level (m)- Muc nuoc; Rainfall (mm)-Luong mua; ,,,,,
10/8/2022 13:00,0.2,0.2,0.2,6.97,0.58,0.77
10/8/2022 14:00,1.4,1.4,1.2,6.95,0.61,0.7
10/8/2022 15:00,0.2,0.2,9,6.93,0.65,0.64
10/8/2022 16:00,0.2,0.2,1.4,6.91,0.68,0.57
10/8/2022 17:00,0,0,3.2,6.86,0.68,0.57
10/8/2022 18:00,2,2,1,6.82,0.68,0.56
10/8/2022 19:00,0,0,0,6.77,0.68,0.56
10/8/2022 20:00,0,0,0.4,6.74,0.67,0.62
10/8/2022 21:00,0,0,0,6.72,0.67,0.68
10/8/2022 22:00,1.6,1.6,0,6.69,0.66,0.74
10/8/2022 23:00,0,0,0.2,6.67,0.67,0.64
10/9/2022 0:00,0,0,0,6.66,0.67,0.53
10/9/2022 1:00,0,0,0,6.64,0.68,0.43
10/9/2022 2:00,1.8,1.8,0,6.68,0.7,0.25
10/9/2022 3:00,8.2,8.2,0,6.73,0.71,0.07
10/9/2022 4:00,23.2,23.2,0.2,6.77,0.73,-0.11
10/9/2022 5:00,3.8,3.8,14.6,7.07,0.76,-0.13
10/9/2022 6:00,5.4,5.4,1.2,7.38,0.79,-0.14
10/9/2022 7:00,4.8,4.8,2.8,7.68,0.82,-0.16
10/9/2022 8:00,2.2,2.2,1.8,7.79,0.88,0.04
10/9/2022 9:00,11.2,11.2,0.2,7.9,0.93,0.23
10/9/2022 10:00,2.4,2.4,1.4,8.01,0.99,0.43
10/9/2022 11:00,0,0,0.2,7.88,1.01,0.55
10/9/2022 12:00,0,0,0,7.76,1.03,0.66
10/9/2022 13:00,0,0,0,7.63,1.05,0.78
10/9/2022 14:00,0,0,0,7.62,1.04,0.69
10/9/2022 15:00,0,0,0.8,7.6,1.04,0.6
10/9/2022 16:00,0,0,0,7.59,1.03,0.51
10/9/2022 17:00,0,0,0,7.52,1.03,0.51
10/9/2022 18:00,5.6,5.6,0.2,7.46,1.04,0.51
10/9/2022 19:00,15.4,15.4,0,7.39,1.04,0.51
10/9/2022 20:00,12,12,7.6,7.47,1.06,0.7
10/9/2022 21:00,21.2,21.2,18.2,7.56,1.09,0.89
10/9/2022 22:00,5.8,5.8,33.6,7.64,1.11,1.08
10/9/2022 23:00,16.2,16.2,13.8,7.8,1.17,1.1
10/10/2022 0:00,26.8,26.8,11.4,7.95,1.23,1.11
10/10/2022 1:00,16,16,5.6,8.11,1.29,1.13
10/10/2022 2:00,9.2,9.2,1.6,8.68,1.46,0.93
10/10/2022 3:00,29.6,29.6,21.4,9.24,1.62,0.74
10/10/2022 4:00,20,20,3.6,9.81,1.79,0.54
10/10/2022 5:00,1.6,1.6,1,9.89,1.92,0.49
10/10/2022 6:00,1.2,1.2,0.2,9.96,2.04,0.45
10/10/2022 7:00,0,0,0.2,10.04,2.17,0.4
10/10/2022 8:00,0.4,0.4,1.4,9.7,2.17,0.56
10/10/2022 9:00,0,0,0,9.36,2.16,0.73
10/10/2022 10:00,0,0,0,9.02,2.16,0.89
10/10/2022 11:00,0,0,0,8.8,2.1,0.94
10/10/2022 12:00,0,0,2.4,8.59,2.03,0.98
10/10/2022 13:00,0,0,0,8.37,1.97,1.03
10/10/2022 14:00,0.6,0.6,1.2,8.21,1.93,0.95
10/10/2022 15:00,1.2,1.2,0,8.05,1.89,0.88
10/10/2022 16:00,0.8,0.8,0.2,7.89,1.85,0.8
10/10/2022 17:00,0.8,0.8,0,7.82,1.83,0.75
10/10/2022 18:00,0.2,0.2,0,7.74,1.81,0.71
10/10/2022 19:00,0,0,0,7.67,1.79,0.66
10/10/2022 20:00,0,0,0,7.62,1.78,0.77
10/10/2022 21:00,1.2,1.2,0,7.57,1.77,0.87
10/10/2022 22:00,0,0,0,7.52,1.76,0.98
10/10/2022 23:00,0,0,0,7.47,1.75,1.07
10/11/2022 0:00,0,0,0,7.43,1.75,1.15
10/11/2022 1:00,0.8,0.8,0,7.38,1.74,1.24
10/11/2022 2:00,0,0,0,7.34,1.73,1.09
10/11/2022 3:00,0,0,0,7.31,1.73,0.93
10/11/2022 4:00,0,0,0,7.27,1.72,0.78
10/11/2022 5:00,0,0,0,7.24,1.71,0.61
10/11/2022 6:00,0.2,0.2,0,7.21,1.71,0.45
10/11/2022 7:00,0,0,0,7.18,1.7,0.28
10/11/2022 8:00,0,0,0,7.15,1.69,0.34
10/11/2022 9:00,0,0,0,7.13,1.69,0.39
10/11/2022 10:00,0,0,0,7.1,1.68,0.45
10/11/2022 11:00,0,0,0,7.08,1.67,0.52
10/11/2022 12:00,0,0,0,7.05,1.65,0.6
10/11/2022 13:00,0,0,0,7.03,1.64,0.67
10/11/2022 14:00,0,0,0,7.01,1.63,0.6
10/11/2022 15:00,0,0,0,6.98,1.62,0.52
10/11/2022 16:00,0,0,0,6.96,1.61,0.45
10/11/2022 17:00,0,0,0,6.94,1.6,0.37
10/11/2022 18:00,0,0,0,6.92,1.59,0.29
10/11/2022 19:00,0,0,0,6.9,1.58,0.21
10/11/2022 20:00,0,0,0,6.88,1.57,0.34
10/11/2022 21:00,0,0,0,6.87,1.55,0.48
10/11/2022 22:00,0,0,0,6.85,1.54,0.61
10/11/2022 23:00,0,0,0,6.83,1.53,0.79
10/12/2022 0:00,0,0,0,6.81,1.52,0.96
10/12/2022 1:00,0,0,0,6.79,1.51,1.14
10/12/2022 2:00,0,0,0,6.78,1.5,1.06
10/12/2022 3:00,0,0,0,6.76,1.49,0.98
10/12/2022 4:00,0,0,0,6.75,1.48,0.9
10/12/2022 5:00,0,0,0,6.74,1.47,0.73
10/12/2022 6:00,0,0,0,6.72,1.47,0.56
10/12/2022 7:00,0,0,0,6.71,1.46,0.39
10/12/2022 8:00,0,0,0,6.7,1.45,0.4
10/12/2022 9:00,0,0,0,6.68,1.44,0.42
10/12/2022 10:00,0,0,0,6.67,1.43,0.43
10/12/2022 11:00,0,0,0,6.66,1.42,0.53
10/12/2022 12:00,0,0,0,6.65,1.41,0.62
10/12/2022 13:00,0,0,0,6.64,1.4,0.72
10/12/2022 14:00,0,0,0,6.63,1.39,0.62
10/12/2022 15:00,0,0,0,6.61,1.39,0.53
10/12/2022 16:00,0,0,0,6.6,1.38,0.43
10/12/2022 17:00,0,0,0,6.59,1.37,0.31
10/12/2022 18:00,0,0,0,6.58,1.35,0.18
10/12/2022 19:00,0,0,0,6.57,1.34,0.06
10/12/2022 20:00,0,0,0,6.56,1.33,0.17
10/12/2022 21:00,0,0,0,6.55,1.32,0.28
10/12/2022 22:00,0,0,0,6.54,1.31,0.39
10/12/2022 23:00,0,0,0,6.53,1.3,0.59
10/13/2022 0:00,0,0,0,6.53,1.29,0.8
10/13/2022 1:00,0,0,0,6.52,1.28,1
10/13/2022 2:00,0,0,0,6.51,1.27,1.03
10/13/2022 3:00,0,0,0,6.51,1.27,1.06
10/13/2022 4:00,0,0,0,6.5,1.26,1.09
10/13/2022 5:00,0,0,0,6.49,1.26,0.92
10/13/2022 6:00,0,0,0,6.49,1.26,0.76
10/13/2022 7:00,0,0,0,6.48,1.26,0.59
10/13/2022 8:00,0,0,0,6.47,1.25,0.53
10/13/2022 9:00,0,0,0,6.47,1.25,0.48
10/13/2022 10:00,0,0,0,6.46,1.24,0.42
10/13/2022 11:00,0,0,0,6.45,1.23,0.42
10/13/2022 12:00,0,0,0,6.45,1.22,0.42
10/13/2022 13:00,0,0,0,6.44,1.21,0.42
10/13/2022 14:00,0,0,0,6.43,1.2,0.45
10/13/2022 15:00,0,0,0,6.43,1.2,0.47
10/13/2022 16:00,0,0,0,6.42,1.19,0.5
10/13/2022 17:00,0,0,0,6.41,1.18,0.34
10/13/2022 18:00,0,0,0,6.4,1.18,0.17
10/13/2022 19:00,0,0,0,6.39,1.17,0.01
10/13/2022 20:00,0,0,0,6.39,1.16,0.04
10/13/2022 21:00,0,0,0,6.38,1.15,0.08
10/13/2022 22:00,0,0,0,6.38,1.14,0.11
10/13/2022 23:00,0,0,0,6.38,1.13,0.32
10/14/2022 0:00,0,0,0,6.37,1.12,0.54
10/14/2022 1:00,0,0,0,6.37,1.11,0.75
10/14/2022 2:00,0,0,0,6.37,1.1,0.86
10/14/2022 3:00,0,0,0,6.36,1.1,0.98
10/14/2022 4:00,0,0,0,6.36,1.09,1.09
10/14/2022 5:00,0,0,0,6.35,1.09,1
10/14/2022 6:00,0,0,0,6.35,1.1,0.92
10/14/2022 7:00,0,0,0,6.34,1.1,0.83
10/14/2022 8:00,0,0,0,6.34,1.1,0.78
10/14/2022 9:00,0,0,0,6.33,1.09,0.74
10/14/2022 10:00,0,0,0,6.33,1.09,0.69
10/14/2022 11:00,0,0,0,6.33,1.09,0.73
10/14/2022 12:00,0.2,0.2,0,6.32,1.08,0.77
10/14/2022 13:00,5.8,5.8,0,6.32,1.08,0.81
10/14/2022 14:00,10.2,10.2,4,6.33,1.08,0.78
10/14/2022 15:00,5.2,5.2,4.4,6.33,1.09,0.75
10/14/2022 16:00,1,1,1,6.34,1.09,0.72
10/14/2022 17:00,1,1,0.4,6.35,1.1,0.64
10/14/2022 18:00,2.8,2.8,1.6,6.35,1.1,0.55
10/14/2022 19:00,3.6,3.6,1.8,6.36,1.11,0.47
10/14/2022 20:00,3.6,3.6,2,6.39,1.11,0.4
10/14/2022 21:00,1.6,1.6,1,6.41,1.11,0.32
10/14/2022 22:00,5.6,5.6,1.2,6.44,1.11,0.25
10/14/2022 23:00,5.2,5.2,2.4,6.48,1.11,0.38
10/15/2022 0:00,3,3,0.4,6.53,1.12,0.52
10/15/2022 1:00,10.8,10.8,1.6,6.57,1.12,0.65
10/15/2022 2:00,7.8,7.8,2.6,6.88,1.14,0.73
10/15/2022 3:00,9.2,9.2,5,7.19,1.16,0.81
10/15/2022 4:00,12.2,12.2,3,7.5,1.18,0.89
10/15/2022 5:00,6.6,6.6,0.2,8.23,1.27,0.86
10/15/2022 6:00,23.6,23.6,14,8.95,1.36,0.83
10/15/2022 7:00,19.8,19.8,19.4,9.68,1.45,0.8
10/15/2022 8:00,19.6,19.6,21.4,10.27,1.69,0.87
10/15/2022 9:00,19.4,19.4,12.8,10.85,1.92,0.93
10/15/2022 10:00,23,23,12,11.44,2.16,1
10/15/2022 11:00,29,29,11.6,11.76,2.38,1.01
10/15/2022 12:00,21,21,15,12.08,2.59,1.01
10/15/2022 13:00,10.8,10.8,16.2,12.4,2.81,1.02
10/15/2022 14:00,14.2,14.2,14.6,12.17,2.87,0.99
10/15/2022 15:00,17.2,17.2,3.2,11.95,2.94,0.97
10/15/2022 16:00,13.4,13.4,4.6,11.72,3,0.94
10/15/2022 17:00,5.8,5.8,5.4,11.66,3,0.85
10/15/2022 18:00,5.6,5.6,2,11.61,3,0.75
10/15/2022 19:00,11,11,1.8,11.55,3,0.66
10/15/2022 20:00,9,9,2,11.24,2.99,0.63
10/15/2022 21:00,13,13,1.8,10.93,2.99,0.61
10/15/2022 22:00,12.8,12.8,0.8,10.62,2.98,0.58
10/15/2022 23:00,7.8,7.8,8.8,10.68,2.97,0.69
10/16/2022 0:00,7,7,15.4,10.74,2.96,0.79
10/16/2022 1:00,19.6,19.6,11.6,10.8,2.95,0.9
10/16/2022 2:00,3,3,14,10.89,2.97,1.03
10/16/2022 3:00,18.8,18.8,10.2,10.98,2.98,1.15
10/16/2022 4:00,33.4,33.4,6.8,11.07,3,1.28
10/16/2022 5:00,13.4,13.4,6,10.96,3.02,1.31
10/16/2022 6:00,2,2,0.2,10.86,3.03,1.33
10/16/2022 7:00,0,0,0,10.75,3.05,1.36
10/16/2022 8:00,0,0,0,10.4,3.04,1.31
10/16/2022 9:00,0,0,0,10.06,3.02,1.27
10/16/2022 10:00,0,0,0,9.71,3.01,1.22
10/16/2022 11:00,0,0,0,9.39,2.97,1.2
10/16/2022 12:00,0,0,0,9.07,2.92,1.18
10/16/2022 13:00,0,0,0,8.75,2.88,1.16
10/16/2022 14:00,0,0,0,8.61,2.85,1.02
10/16/2022 15:00,0,0,0,8.46,2.81,0.87
10/16/2022 16:00,0,0,0,8.32,2.78,0.73
10/16/2022 17:00,0,0,0,8.23,2.75,0.82
10/16/2022 18:00,0,0,0,8.13,2.73,0.92
10/16/2022 19:00,0,0,0,8.04,2.7,1.01
10/16/2022 20:00,0,0,0,7.98,2.67,0.8
10/16/2022 21:00,0,0,0,7.91,2.65,0.59
10/16/2022 22:00,0,0,0,7.85,2.62,0.38
10/16/2022 23:00,0,0,0,7.8,2.6,0.41
10/17/2022 0:00,0,0,0,7.76,2.57,0.45
10/17/2022 1:00,0,0,0,7.71,2.55,0.48
10/17/2022 2:00,0,0,0.2,7.67,2.52,0.56
10/17/2022 3:00,0,0,0,7.63,2.5,0.65
10/17/2022 4:00,0,0,0,7.59,2.47,0.73
10/17/2022 5:00,0,0,0,7.56,2.45,0.8
10/17/2022 6:00,0,0,0,7.52,2.43,0.88
10/17/2022 7:00,0,0,0,7.49,2.41,0.95
10/17/2022 8:00,0,0,0,7.46,2.39,0.94
10/17/2022 9:00,0,0,0,7.44,2.38,0.93
10/17/2022 10:00,0,0,0,7.41,2.36,0.92
10/17/2022 11:00,0,0,0,7.39,2.35,0.89
10/17/2022 12:00,0,0,0,7.36,2.33,0.86
10/17/2022 13:00,0,0,0,7.34,2.32,0.83
10/17/2022 14:00,0,0,0,7.32,2.3,0.79
10/17/2022 15:00,0,0,0,7.29,2.27,0.76
10/17/2022 16:00,0,0,0,7.27,2.25,0.72
10/17/2022 17:00,0,0,0,7.25,2.23,0.61
10/17/2022 18:00,0,0,0,7.22,2.21,0.51
10/17/2022 19:00,0,0,0,7.2,2.19,0.4
10/17/2022 20:00,0,0,0,7.18,2.17,0.32
10/17/2022 21:00,0,0,0,7.17,2.15,0.25
10/17/2022 22:00,0,0,0,7.15,2.13,0.17
10/17/2022 23:00,0,0,0,7.13,2.11,0.2
10/18/2022 0:00,0,0,0,7.12,2.1,0.24
10/18/2022 1:00,0,0,0,7.1,2.08,0.27
10/18/2022 2:00,0,0,0,7.09,2.06,0.37
10/18/2022 3:00,0,0,0,7.07,2.05,0.48
10/18/2022 4:00,0,0,0,7.06,2.03,0.58
10/18/2022 5:00,0,0,0,7.05,2.01,0.72
10/18/2022 6:00,0,0,0,7.03,2,0.86
10/18/2022 7:00,0,0,0,7.02,1.98,1
10/18/2022 8:00,0,0,0,7.01,1.96,1.03
10/18/2022 9:00,0,0,0,6.99,1.95,1.07
10/18/2022 10:00,0,0,0,6.98,1.93,1.1
10/18/2022 11:00,0,0,0,6.97,1.92,1.06
10/18/2022 12:00,0,0,0,6.95,1.9,1.01
10/18/2022 13:00,0,0,0,6.94,1.89,0.97
10/18/2022 14:00,0,0,0,6.92,1.87,0.94
10/18/2022 15:00,0,0,0,6.91,1.86,0.92
10/18/2022 16:00,0,0,0,6.89,1.84,0.89
10/18/2022 17:00,0,0,0,6.88,1.83,0.81
10/18/2022 18:00,0,0,0,6.87,1.81,0.72
10/18/2022 19:00,0,0,0,6.86,1.8,0.64
10/18/2022 20:00,0,0,0,6.85,1.79,0.56
10/18/2022 21:00,0,0,0,6.84,1.77,0.49
10/18/2022 22:00,0,0,0,6.83,1.76,0.41
10/18/2022 23:00,0,0,0,6.82,1.75,0.45
10/19/2022 0:00,0,0,0,6.81,1.73,0.48
10/19/2022 1:00,1,1,0.2,6.8,1.72,0.52
10/19/2022 2:00,0.2,0.2,0,6.79,1.71,0.65
10/19/2022 3:00,0,0,0,6.78,1.69,0.79
10/19/2022 4:00,0,0,0,6.77,1.68,0.92
10/19/2022 5:00,0,0,0,6.77,1.67,1.06
10/19/2022 6:00,0.8,0.8,0.4,6.76,1.65,1.19
10/19/2022 7:00,1.6,1.6,3.8,6.76,1.64,1.33
10/19/2022 8:00,1.4,1.4,2,6.76,1.64,1.38
10/19/2022 9:00,2,2,2.2,6.76,1.63,1.42
10/19/2022 10:00,0.6,0.6,0,6.76,1.63,1.47
10/19/2022 11:00,0,0,0,6.77,1.63,1.45
10/19/2022 12:00,1.6,1.6,0.6,6.78,1.63,1.44
10/19/2022 13:00,1.2,1.2,1.4,6.79,1.63,1.42
10/19/2022 14:00,1.2,1.2,0.8,6.8,1.64,1.38
10/19/2022 15:00,1.6,1.6,0.2,6.8,1.64,1.33
10/19/2022 16:00,2.4,2.4,0,6.81,1.65,1.29
10/19/2022 17:00,1,1,0,6.8,1.65,1.21
10/19/2022 18:00,0.8,0.8,0,6.8,1.65,1.13
10/19/2022 19:00,0,0,0,6.79,1.65,1.05
10/19/2022 20:00,0,0,0,6.78,1.65,0.94
10/19/2022 21:00,0,0,0,6.78,1.64,0.83
10/19/2022 22:00,0.8,0.8,0,6.77,1.64,0.72
10/19/2022 23:00,0,0,0.2,6.75,1.63,0.65
10/20/2022 0:00,0,0,0,6.74,1.62,0.57
10/20/2022 1:00,0,0,0,6.72,1.61,0.5
10/20/2022 2:00,0,0,0,6.71,1.6,0.56
10/20/2022 3:00,0,0,0,6.7,1.59,0.63
10/20/2022 4:00,0,0,0,6.69,1.58,0.69
10/20/2022 5:00,0,0,0,6.68,1.57,0.81
10/20/2022 6:00,0,0,0,6.67,1.56,0.92
10/20/2022 7:00,0,0,0,6.66,1.55,1.04
10/20/2022 8:00,0,0,0.2,6.65,1.54,1.07
10/20/2022 9:00,0,0,0,6.65,1.52,1.09
10/20/2022 10:00,0,0,0,6.64,1.51,1.12
10/20/2022 11:00,0,0,0,6.63,1.5,1.06
10/20/2022 12:00,0,0,0,6.62,1.5,1.01
10/20/2022 13:00,0,0,0,6.61,1.49,0.95
10/20/2022 14:00,0,0,0,6.6,1.48,0.9
10/20/2022 15:00,0,0,0,6.6,1.48,0.86
10/20/2022 16:00,0,0,0,6.59,1.47,0.81
10/20/2022 17:00,0,0,0,6.58,1.46,0.78
10/20/2022 18:00,0,0,0,6.58,1.45,0.74
10/20/2022 19:00,0,0,0,6.57,1.44,0.71
10/20/2022 20:00,0,0,0,6.57,1.43,0.64
10/20/2022 21:00,2.8,2.8,1,6.56,1.43,0.57
10/20/2022 22:00,4.4,4.4,1.6,6.56,1.42,0.5
10/20/2022 23:00,6.8,6.8,0.4,6.56,1.41,0.4
10/21/2022 0:00,1.2,1.2,1,6.57,1.4,0.31
10/21/2022 1:00,0,0,0,6.57,1.39,0.21
10/21/2022 2:00,0,0,0,6.57,1.38,0.24
10/21/2022 3:00,0,0,0,6.58,1.38,0.27
10/21/2022 4:00,0,0,0,6.58,1.37,0.3
10/21/2022 5:00,0,0,0,6.58,1.36,0.44
10/21/2022 6:00,0,0,0,6.58,1.35,0.59
10/21/2022 7:00,0,0,0,6.58,1.34,0.73
10/21/2022 8:00,0,0,0,6.57,1.33,0.81
10/21/2022 9:00,0,0,0,6.56,1.32,0.89
10/21/2022 10:00,0,0,0,6.55,1.31,0.97
10/21/2022 11:00,0,0,0,6.55,1.3,0.94
10/21/2022 12:00,0,0,0,6.54,1.3,0.91
10/21/2022 13:00,0,0,0,6.54,1.29,0.88
10/21/2022 14:00,0,0,0,6.53,1.29,0.83
10/21/2022 15:00,0,0,0,6.53,1.28,0.78
10/21/2022 16:00,1.4,1.4,0.8,6.52,1.28,0.73
10/21/2022 17:00,3.2,3.2,1.2,6.52,1.28,0.72
10/21/2022 18:00,0.6,0.6,1.8,6.52,1.27,0.7
10/21/2022 19:00,1.8,1.8,1,6.52,1.27,0.69
10/21/2022 20:00,2.2,2.2,3.8,6.53,1.26,0.63
10/21/2022 21:00,1,1,13.6,6.53,1.26,0.57
10/21/2022 22:00,1,1,1.2,6.54,1.25,0.51
10/21/2022 23:00,5.6,5.6,7.2,6.56,1.26,0.4
10/22/2022 0:00,0,0,8.6,6.59,1.26,0.28
10/22/2022 1:00,5.4,5.4,16.8,6.61,1.27,0.17
10/22/2022 2:00,9.4,9.4,23.2,6.9,1.29,0.15
10/22/2022 3:00,18,18,10.4,7.19,1.32,0.14
10/22/2022 4:00,12.4,12.4,13,7.48,1.34,0.12
10/22/2022 5:00,20.2,20.2,16,8.22,1.48,0.26
10/22/2022 6:00,28.6,28.6,11.4,8.96,1.61,0.39
10/22/2022 7:00,62.2,62.2,2.8,9.7,1.75,0.53
10/22/2022 8:00,19,19,0.2,10.19,1.96,0.67
10/22/2022 9:00,8.4,8.4,0.4,10.68,2.18,0.8
10/22/2022 10:00,4.8,4.8,0,11.17,2.39,0.94
10/22/2022 11:00,0,0,0,10.87,2.47,0.95
10/22/2022 12:00,0,0,0,10.58,2.55,0.97
10/22/2022 13:00,0,0,0,10.28,2.63,0.98
10/22/2022 14:00,0.8,0.8,0,9.78,2.57,0.92
10/22/2022 15:00,0,0,0,9.27,2.52,0.87
10/22/2022 16:00,0,0,0,8.77,2.46,0.81
10/22/2022 17:00,0,0,0,8.54,2.39,0.79
10/22/2022 18:00,0,0,0,8.31,2.32,0.76
10/22/2022 19:00,0,0,0,8.08,2.25,0.74
10/22/2022 20:00,0,0,0,7.97,2.21,0.71
10/22/2022 21:00,0,0,0,7.86,2.18,0.67
10/22/2022 22:00,0,0,0,7.75,2.14,0.64
10/22/2022 23:00,0,0,0,7.68,2.12,0.53
10/23/2022 0:00,0,0,0,7.62,2.1,0.41
10/23/2022 1:00,0,0,0,7.55,2.08,0.3
10/23/2022 2:00,0,0,0,7.5,2.06,0.21
10/23/2022 3:00,0,0,0,7.46,2.04,0.12
10/23/2022 4:00,0,0,0,7.41,2.02,0.03
10/23/2022 5:00,0,0,0,7.38,2,0.07
10/23/2022 6:00,0.2,0.2,0,7.34,1.99,0.12
10/23/2022 7:00,0,0,0,7.31,1.97,0.16
10/23/2022 8:00,0,0,0,7.28,1.95,0.29
10/23/2022 9:00,0,0,0,7.26,1.93,0.42
10/23/2022 10:00,0,0,0,7.23,1.91,0.55
10/23/2022 11:00,0,0,0,7.21,1.89,0.59
10/23/2022 12:00,0,0,0,7.18,1.88,0.63
10/23/2022 13:00,0,0,0,7.16,1.86,0.67
10/23/2022 14:00,0,0,0,7.14,1.84,0.61
10/23/2022 15:00,0,0,0,7.12,1.82,0.56
10/23/2022 16:00,0,0,0,7.1,1.8,0.5
10/23/2022 17:00,0,0,0,7.08,1.79,0.49
10/23/2022 18:00,0,0,0,7.06,1.77,0.47
10/23/2022 19:00,0,0,0,7.04,1.76,0.46
10/23/2022 20:00,0,0,0,7.02,1.74,0.51
10/23/2022 21:00,0,0,0,7.01,1.73,0.55
10/23/2022 22:00,0,0,0,6.99,1.71,0.6
10/23/2022 23:00,0,0,0,6.97,1.7,0.5
10/24/2022 0:00,0,0,0,6.96,1.68,0.41
10/24/2022 1:00,0,0,0,6.94,1.67,0.31
10/24/2022 2:00,0,0,0,6.93,1.66,0.17
10/24/2022 3:00,0,0,0,6.92,1.64,0.03
10/24/2022 4:00,0,0,0,6.91,1.63,-0.11
10/24/2022 5:00,0,0,0.2,6.9,1.62,-0.1
10/24/2022 6:00,0,0,0,6.89,1.61,-0.08
10/24/2022 7:00,0,0,0,6.88,1.6,-0.07
10/24/2022 8:00,0,0,0,6.87,1.59,0.09
10/24/2022 9:00,0,0,0,6.85,1.57,0.25
10/24/2022 10:00,0,0,0,6.84,1.56,0.41
10/24/2022 11:00,0,0,0,6.83,1.55,0.48
10/24/2022 12:00,0,0,0,6.82,1.53,0.54
10/24/2022 13:00,0,0,0,6.81,1.52,0.61
10/24/2022 14:00,0,0,0,6.8,1.51,0.56
10/24/2022 15:00,0,0,0,6.78,1.5,0.5
10/24/2022 16:00,0,0,0,6.77,1.49,0.45
10/24/2022 17:00,0,0,0,6.76,1.48,0.47
10/24/2022 18:00,0,0,0,6.75,1.47,0.48
10/24/2022 19:00,0,0,0,6.74,1.46,0.5
10/24/2022 20:00,0,0,0,6.74,1.45,0.63
10/24/2022 21:00,1.2,1.2,0.4,6.73,1.44,0.76
10/24/2022 22:00,0.8,0.8,4.2,6.73,1.43,0.89
10/24/2022 23:00,0.4,0.4,1.2,6.74,1.42,0.89
10/25/2022 0:00,6.2,6.2,2.2,6.75,1.42,0.88
10/25/2022 1:00,4,4,2.4,6.76,1.41,0.88
10/25/2022 2:00,2.6,2.6,0.2,6.83,1.41,0.74
10/25/2022 3:00,0,0,1.4,6.9,1.41,0.59
10/25/2022 4:00,0.4,0.4,4,6.97,1.41,0.45
10/25/2022 5:00,0.8,0.8,1.6,7.03,1.41,0.4
10/25/2022 6:00,4,4,0.8,7.08,1.42,0.35
10/25/2022 7:00,0.8,0.8,2,7.14,1.42,0.3
10/25/2022 8:00,6.2,6.2,5.2,7.27,1.44,0.4
10/25/2022 9:00,0.8,0.8,11.6,7.39,1.45,0.5
10/25/2022 10:00,11.4,11.4,16,7.52,1.47,0.6
10/25/2022 11:00,11,11,13,7.8,1.5,0.67
10/25/2022 12:00,6.6,6.6,6.6,8.07,1.54,0.73
10/25/2022 13:00,2.4,2.4,2,8.35,1.57,0.8
10/25/2022 14:00,11.2,11.2,15.8,8.48,1.64,0.72
10/25/2022 15:00,16.2,16.2,2.6,8.61,1.72,0.64
10/25/2022 16:00,1,1,9,8.74,1.79,0.56
10/25/2022 17:00,0.2,0.2,2.8,8.62,1.81,0.56
10/25/2022 18:00,0.2,0.2,1.2,8.51,1.83,0.55
10/25/2022 19:00,4.6,4.6,3.8,8.39,1.85,0.55
10/25/2022 20:00,0,0,7.2,8.26,1.84,0.71
10/25/2022 21:00,7.8,7.8,1.2,8.12,1.84,0.86
10/25/2022 22:00,0.6,0.6,0.8,7.99,1.83,1.02
10/25/2022 23:00,0.4,0.4,0.4,7.91,1.82,1.08
10/26/2022 0:00,0.2,0.2,0,7.83,1.8,1.14
10/26/2022 1:00,0.8,0.8,0.2,7.75,1.79,1.2
10/26/2022 2:00,5.4,5.4,0.6,7.68,1.78,1.03
10/26/2022 3:00,0.8,0.8,2.2,7.62,1.77,0.87
10/26/2022 4:00,0,0,1.6,7.55,1.76,0.7
10/26/2022 5:00,0,0,0,7.51,1.75,0.6
10/26/2022 6:00,0,0,0,7.48,1.75,0.49
10/26/2022 7:00,0,0,0,7.44,1.74,0.39
10/26/2022 8:00,0,0,0,7.41,1.73,0.47
10/26/2022 9:00,0.8,0.8,0,7.38,1.72,0.54
10/26/2022 10:00,0.6,0.6,0,7.35,1.71,0.62
10/26/2022 11:00,0,0,0,7.36,1.7,0.65
10/26/2022 12:00,0,0,0,7.37,1.7,0.69
10/26/2022 13:00,0,0,0,7.38,1.69,0.72
10/26/2022 14:00,0,0,0,7.36,1.68,0.6
10/26/2022 15:00,0,0,0,7.33,1.68,0.49
10/26/2022 16:00,1.2,1.2,0.2,7.31,1.67,0.37
10/26/2022 17:00,0,0,0,7.28,1.66,0.34
10/26/2022 18:00,0.2,0.2,1.6,7.25,1.65,0.31
10/26/2022 19:00,0,0,0.2,7.22,1.64,0.28
10/26/2022 20:00,3.6,3.6,0,7.2,1.63,0.41
10/26/2022 21:00,0,0,1.2,7.18,1.63,0.53
10/26/2022 22:00,0,0,0,7.16,1.62,0.66
10/26/2022 23:00,0,0,0.2,7.14,1.61,0.79
10/27/2022 0:00,0,0,0,7.13,1.6,0.91
10/27/2022 1:00,0.6,0.6,0.2,7.11,1.59,1.04
10/27/2022 2:00,0,0,1.6,7.1,1.58,0.94
10/27/2022 3:00,0,0,0,7.08,1.57,0.83
10/27/2022 4:00,0,0,0.2,7.07,1.56,0.73
10/27/2022 5:00,0,0,0,7.06,1.55,0.59
10/27/2022 6:00,0.2,0.2,0,7.04,1.55,0.45
10/27/2022 7:00,0,0,0,7.03,1.54,0.31
10/27/2022 8:00,0,0,0,7.02,1.53,0.36
10/27/2022 9:00,0,0,0,7.01,1.53,0.4
10/27/2022 10:00,0,0,0,7,1.52,0.45
10/27/2022 11:00,0,0,0,6.99,1.51,0.49
